Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price
Audi,Model C,2000,4.4,15077,Diesel,Manual,28244.653524130463
BMW,Model D,2006,2.8,108283,Petrol,Automatic,21953.44666356778
Audi,Model A,2015,2.0,148924,Electric,Automatic,21476.86533782163
Ford,Model C,2016,2.0,118721,Petrol,Automatic,23489.747591636453
BMW,Model A,2015,1.1,50654,Petrol,Automatic,26693.112922014403
Honda,Model B,2015,3.4,61663,Petrol,Manual,31666.612315561306
Ford,Model E,2005,3.7,6600,Petrol,Manual,28871.473232914068
Ford,Model B,2017,1.1,175469,Diesel,Manual,20153.33326168099
Ford,Model C,2021,3.1,70580,Electric,Automatic,31031.491467073527
Honda,Model B,2021,3.7,16411,Diesel,Manual,37692.73920391369
Toyota,Model D,2002,2.3,64364,Electric,Manual,18926.7986304426
Audi,Model A,2007,2.5,41860,Diesel,Manual,24456.03764962187
BMW,Model C,2003,2.3,172880,Diesel,Manual,19335.960827486502
Toyota,Model D,2003,2.1,65636,Diesel,Manual,23757.079615934334
BMW,Model A,2016,2.7,190521,Petrol,Manual,23274.320798466008
Audi,Model D,2021,1.6,15383,Petrol,Manual,30958.755838191588
Honda,Model B,2004,2.5,56546,Petrol,Automatic,22666.140674502196
Ford,Model C,2013,4.3,167080,Petrol,Automatic,25918.666373587384
Ford,Model B,2014,1.1,179688,Diesel,Manual,23431.096817433026
Honda,Model E,2011,1.6,142581,Diesel,Manual,22619.5333654373
Toyota,Model C,2012,3.7,177987,Electric,Automatic,25284.62947945316
Toyota,Model B,2017,1.5,163838,Petrol,Manual,21997.62020516287
BMW,Model C,2013,1.9,130771,Petrol,Manual,21768.843978180517
Honda,Model A,2018,2.6,129386,Petrol,Manual,26337.092943247004
Toyota,Model C,2021,4.3,198096,Petrol,Automatic,30186.34165222391
Honda,Model C,2006,1.6,34221,Petrol,Automatic,26741.02028803731
Audi,Model A,2005,4.2,182025,Petrol,Automatic,19092.424253494853
Ford,Model B,2004,3.5,192932,Diesel,Manual,13759.899576118201
Ford,Model C,2003,3.3,159764,Petrol,Automatic,18610.32223129854
Ford,Model D,2017,3.5,94843,Petrol,Manual,31879.86693842218
Honda,Model C,2013,1.1,175472,Diesel,Automatic,17785.176941619196
Honda,Model B,2015,1.3,102863,Electric,Automatic,24862.18554382382
BMW,Model A,2019,2.2,73353,Diesel,Automatic,26982.709573801276
Ford,Model B,2013,1.3,99819,Petrol,Automatic,22520.81982804694
BMW,Model E,2004,4.5,110417,Diesel,Automatic,22901.843661006555
Ford,Model C,2021,3.0,81248,Petrol,Manual,31132.033591993597
BMW,Model C,2010,2.7,15964,Diesel,Manual,29007.8540649344
BMW,Model A,2011,3.7,158814,Electric,Manual,25341.19464769474
Audi,Model C,2017,4.4,188439,Petrol,Manual,26039.20586005075
BMW,Model D,2003,4.3,194939,Diesel,Manual,17080.105388465898
Honda,Model D,2012,3.8,188811,Diesel,Automatic,20118.223597803502
BMW,Model B,2019,2.3,34195,Diesel,Automatic,33555.18371219971
Ford,Model A,2012,1.2,175236,Petrol,Manual,17008.253495518034
BMW,Model E,2003,1.3,148469,Diesel,Manual,16707.824380056645
Toyota,Model B,2006,1.0,171119,Petrol,Manual,12260.585195670785
Ford,Model A,2001,1.0,68885,Petrol,Manual,21195.620045694395
Toyota,Model A,2020,4.3,178951,Electric,Automatic,34219.89781620958
Ford,Model B,2017,4.2,12157,Electric,Automatic,35951.04992703035
Honda,Model B,2020,3.3,122445,Diesel,Manual,28898.95738896065
Honda,Model C,2005,3.5,62214,Petrol,Manual,28266.875982669637
Honda,Model E,2015,2.8,13885,Diesel,Automatic,30413.612525084565
Toyota,Model D,2002,1.8,107922,Petrol,Automatic,18304.64835347949
Audi,Model C,2021,4.2,138090,Petrol,Manual,25463.123724439403
Ford,Model A,2014,2.0,79127,Diesel,Automatic,25889.530864893248
Honda,Model E,2020,3.6,389,Petrol,Manual,38493.69523703652
Ford,Model E,2019,1.9,170731,Diesel,Automatic,22842.784572260356
Toyota,Model B,2009,4.0,16519,Petrol,Manual,29785.832772761834
Audi,Model E,2008,3.3,35224,Diesel,Automatic,26965.988149434834
Toyota,Model E,2010,3.2,57944,Diesel,Manual,31428.394227463446
Ford,Model A,2013,1.3,23497,Electric,Automatic,27379.87164119117
Audi,Model C,2011,2.5,156266,Electric,Manual,21764.40366338505
Audi,Model E,2006,2.8,140840,Petrol,Automatic,19748.49468836183
Toyota,Model B,2010,2.0,159417,Diesel,Automatic,22085.575621666765
Honda,Model C,2016,4.1,120784,Diesel,Manual,27549.316727341047
Ford,Model B,2008,3.9,142189,Diesel,Manual,26206.05702165204
BMW,Model E,2021,2.7,38274,Diesel,Manual,32751.912887989634
BMW,Model C,2012,2.2,188424,Diesel,Automatic,22321.607629054964
Toyota,Model E,2015,3.8,74931,Petrol,Automatic,29615.531373643815
Ford,Model A,2002,1.7,9913,Electric,Manual,24540.915621524386
Ford,Model C,2004,1.3,187835,Diesel,Manual,15287.671408626276
Toyota,Model B,2016,1.2,139857,Diesel,Manual,22287.666128026747
Ford,Model A,2000,1.1,107101,Diesel,Automatic,18582.58217088673
Honda,Model D,2020,2.7,34237,Petrol,Manual,35279.97355550297
Toyota,Model B,2008,1.9,79987,Electric,Manual,21511.22722837028
Honda,Model E,2016,3.4,181919,Electric,Automatic,23270.152706774046
Ford,Model B,2012,3.3,30964,Diesel,Manual,29568.21842917728
Toyota,Model D,2014,2.9,99610,Petrol,Automatic,26223.93932088664
Ford,Model B,2020,2.2,5332,Electric,Automatic,35212.291989600155
Toyota,Model A,2007,4.0,26263,Electric,Automatic,29904.064011506343
Ford,Model B,2007,3.5,47554,Petrol,Manual,25323.369579233946
Honda,Model C,2001,2.0,151439,Electric,Automatic,14221.969294898656
Honda,Model D,2009,2.8,142990,Petrol,Automatic,22176.001716756484
Ford,Model B,2004,1.5,107544,Electric,Manual,20355.238942521588
Toyota,Model D,2015,2.2,53480,Petrol,Automatic,31355.715183137538
BMW,Model A,2018,4.5,194051,Diesel,Automatic,27640.887592277137
Honda,Model C,2000,1.8,150815,Electric,Manual,14810.720782221895
Honda,Model E,2012,3.4,71863,Electric,Automatic,27759.186779768363
BMW,Model B,2003,1.8,47354,Electric,Manual,20274.903073426616
Ford,Model A,2006,4.3,157986,Petrol,Automatic,22545.09326579272
Toyota,Model D,2000,2.1,39709,Electric,Automatic,20240.654384993857
Ford,Model D,2001,2.2,67933,Electric,Manual,19685.968411719354
Audi,Model A,2015,3.1,15698,Petrol,Automatic,33104.52168650298
Honda,Model B,2013,3.1,153523,Electric,Manual,21144.469496861337
Audi,Model E,2004,3.0,105463,Electric,Manual,17894.09779510238
Honda,Model B,2013,3.0,143489,Petrol,Automatic,22422.9386366894
Honda,Model C,2016,2.1,32954,Petrol,Manual,31135.516484228538
Audi,Model B,2011,2.5,62884,Petrol,Automatic,27056.083216461648
Audi,Model C,2019,3.1,163311,Electric,Automatic,28415.91792071746
Ford,Model D,2011,3.3,67100,Diesel,Manual,24444.521562382957
Audi,Model C,2002,1.9,170653,Petrol,Automatic,16291.945096450898
Ford,Model E,2020,3.5,100213,Electric,Automatic,28113.388563680983
Ford,Model A,2020,4.2,106773,Diesel,Automatic,29898.808592258356
Ford,Model C,2001,3.7,148938,Diesel,Automatic,16858.90746359297
Honda,Model B,2020,1.3,188128,Petrol,Automatic,19934.539786136305
Honda,Model C,2020,2.6,21266,Petrol,Automatic,38420.951970424816
Audi,Model D,2014,2.5,111847,Petrol,Automatic,26469.16605476027
Honda,Model C,2010,2.2,173909,Petrol,Manual,16008.432855815976
Audi,Model E,2009,2.7,143724,Petrol,Automatic,18569.70418675735
Honda,Model C,2017,2.5,13789,Electric,Manual,31971.92427266164
Toyota,Model E,2021,1.0,114624,Electric,Manual,26105.109043062963
Toyota,Model B,2020,1.8,143827,Petrol,Manual,24136.66591032259
Audi,Model D,2001,1.7,42608,Electric,Automatic,24147.78158082214
Honda,Model A,2006,2.2,165764,Petrol,Manual,16331.737024941713
Honda,Model B,2006,1.6,30667,Petrol,Automatic,25525.004753749774
Ford,Model B,2006,1.2,68234,Diesel,Manual,22614.10976136034
BMW,Model A,2013,1.7,47929,Petrol,Manual,31310.034677774776
Audi,Model C,2001,4.0,124177,Diesel,Automatic,26183.111371309402
BMW,Model C,2001,3.8,189767,Electric,Manual,18999.704315955518
BMW,Model C,2014,2.5,80789,Petrol,Manual,27032.776846832552
Audi,Model D,2010,4.1,79671,Diesel,Automatic,28931.059945298508
Honda,Model B,2009,1.8,58561,Diesel,Automatic,25401.18035082264
Audi,Model E,2002,3.0,196374,Electric,Automatic,12461.380438091654
BMW,Model A,2016,1.5,82191,Diesel,Automatic,22894.123327338646
Honda,Model B,2008,3.9,116011,Petrol,Manual,26949.02064015687
Toyota,Model C,2014,1.5,106055,Petrol,Automatic,26430.387165332548
Audi,Model A,2013,1.1,15117,Diesel,Automatic,29918.83706795485
Audi,Model E,2018,2.0,84872,Petrol,Manual,27330.529369953354
Honda,Model B,2016,4.2,16714,Petrol,Manual,35219.13615384213
Toyota,Model B,2021,1.5,169711,Diesel,Manual,23097.88538115441
Toyota,Model D,2019,2.2,183781,Electric,Automatic,27389.40705780488
Honda,Model B,2016,2.1,141931,Electric,Automatic,23326.56571845618
Ford,Model B,2015,3.8,198435,Petrol,Manual,22614.12816033001
Audi,Model E,2019,2.5,141099,Diesel,Manual,26125.70928408115
Audi,Model E,2007,3.1,89869,Petrol,Automatic,23424.0089870261
BMW,Model A,2006,2.4,111452,Petrol,Automatic,21083.760276346646
Honda,Model C,2011,2.9,130041,Diesel,Automatic,25602.36980237339
BMW,Model E,2000,1.2,7184,Electric,Manual,21294.94242045419
BMW,Model A,2011,2.3,155328,Petrol,Manual,20150.05912925621
Toyota,Model B,2005,4.0,48339,Electric,Manual,25775.955434465643
Audi,Model A,2015,3.4,44896,Petrol,Automatic,29983.012542101387
BMW,Model A,2017,4.4,18557,Diesel,Automatic,31483.018818585606
Toyota,Model A,2018,3.8,161589,Diesel,Manual,29328.500533067658
Honda,Model A,2002,2.6,102013,Electric,Manual,21333.545156324137
BMW,Model E,2002,3.4,196737,Petrol,Automatic,20079.08244199057
Audi,Model C,2004,3.7,55039,Diesel,Manual,26409.475920244175
BMW,Model A,2002,1.9,198166,Petrol,Automatic,10878.70608542073
Honda,Model D,2018,1.2,85120,Petrol,Automatic,26447.85615568312
BMW,Model B,2004,2.4,144907,Electric,Automatic,18923.455932044686
Audi,Model B,2013,1.5,36492,Petrol,Automatic,28158.964293293644
Toyota,Model B,2020,2.0,52685,Petrol,Manual,33961.52379810421
Audi,Model B,2015,4.3,119753,Electric,Automatic,26642.34795065438
Toyota,Model B,2000,4.0,124683,Diesel,Manual,21899.625747075363
Ford,Model A,2016,3.1,4693,Petrol,Manual,32628.682899137086
Audi,Model C,2010,2.4,48401,Petrol,Automatic,31517.222278910256
Audi,Model D,2008,1.9,156262,Diesel,Manual,20750.83334696859
Honda,Model E,2020,3.0,126290,Electric,Manual,28159.748572978562
BMW,Model D,2003,2.9,163677,Diesel,Manual,20834.774164503957
Toyota,Model E,2001,3.7,152718,Petrol,Manual,18772.68284739422
Toyota,Model E,2008,4.2,176550,Petrol,Manual,23933.00029026831
Honda,Model D,2021,2.2,26957,Electric,Automatic,31779.981821734473
Honda,Model A,2004,1.7,116552,Electric,Manual,18721.696646420543
BMW,Model B,2003,2.4,190368,Diesel,Automatic,18328.59026894573
BMW,Model A,2004,2.5,110423,Electric,Manual,19745.208664144906
Audi,Model B,2017,1.1,170247,Diesel,Automatic,15116.780862541476
Ford,Model C,2012,4.0,37010,Diesel,Manual,29637.444603971944
BMW,Model E,2004,4.5,10251,Petrol,Manual,32453.738752694495
Honda,Model D,2018,4.2,22343,Diesel,Manual,38453.220553806306
BMW,Model C,2002,4.0,87943,Diesel,Automatic,22170.41443504968
Toyota,Model B,2021,4.5,71734,Electric,Automatic,31725.970716179032
Ford,Model A,2017,4.2,96485,Electric,Manual,30140.81376277607
Audi,Model D,2005,3.4,114643,Petrol,Automatic,24500.1245588437
Toyota,Model E,2005,1.6,177273,Petrol,Automatic,15398.019812247549
Toyota,Model C,2004,1.5,34385,Petrol,Manual,18301.168307654476
Ford,Model E,2000,1.2,38848,Diesel,Automatic,20592.11040320488
Audi,Model B,2007,2.4,110538,Electric,Manual,23837.428395635376
Honda,Model E,2000,3.8,112174,Diesel,Automatic,24157.106016052392
Audi,Model A,2020,2.7,132971,Petrol,Automatic,23628.207807674844
BMW,Model C,2005,2.3,100338,Electric,Automatic,23372.980650065467
Toyota,Model C,2019,1.4,13983,Diesel,Automatic,30973.47417739847
BMW,Model A,2013,1.2,22706,Electric,Manual,25444.34437684361
Honda,Model E,2010,2.4,20357,Diesel,Automatic,24486.82735350378
BMW,Model A,2001,1.3,27528,Petrol,Automatic,17013.085205471496
Audi,Model D,2020,1.4,29223,Diesel,Manual,28802.486436316307
BMW,Model A,2003,2.4,49877,Diesel,Manual,21175.736033284007
Honda,Model E,2012,2.8,44487,Petrol,Manual,28163.066588571623
Honda,Model A,2006,1.7,114167,Petrol,Manual,22653.06987505518
Honda,Model B,2005,3.4,139103,Diesel,Automatic,21204.15082721928
Audi,Model A,2002,2.5,156825,Diesel,Automatic,14074.529156325774
Honda,Model A,2008,1.3,94197,Diesel,Automatic,18853.30831791578
Toyota,Model E,2013,3.2,77137,Petrol,Manual,28713.387578919337
Honda,Model D,2019,2.2,10675,Petrol,Manual,30861.291243252497
BMW,Model D,2010,1.2,170379,Petrol,Automatic,17648.180856041123
BMW,Model E,2004,4.3,45221,Electric,Manual,29645.824121923994
BMW,Model E,2013,3.0,159171,Electric,Manual,24840.863693361625
Audi,Model E,2018,2.7,89020,Petrol,Automatic,27851.447327303566
BMW,Model B,2007,4.0,50711,Electric,Automatic,26001.15865737023
Audi,Model C,2006,4.3,180173,Electric,Manual,25530.041092083076
Audi,Model A,2006,1.8,147856,Diesel,Manual,16806.310252564206
Honda,Model E,2002,3.8,36978,Diesel,Automatic,30533.789921278403
Toyota,Model E,2002,3.9,29022,Diesel,Automatic,29587.451296335068
Honda,Model E,2017,1.2,85251,Electric,Manual,25458.14434420273
Honda,Model D,2012,3.5,37739,Electric,Automatic,27673.351176589043
Audi,Model E,2000,1.2,83169,Diesel,Automatic,17318.517189014714
Audi,Model A,2004,3.1,4226,Diesel,Manual,29622.90704880894
BMW,Model E,2003,3.3,153863,Petrol,Manual,18646.876991112047
BMW,Model A,2015,2.3,100258,Electric,Manual,23452.218750252163
Honda,Model B,2014,4.1,88897,Diesel,Automatic,28637.114078413524
Ford,Model C,2017,3.8,106844,Diesel,Manual,30538.291206852446
Ford,Model D,2016,4.2,43478,Diesel,Manual,34168.459096485334
BMW,Model A,2013,2.1,188576,Electric,Manual,20434.155092257908
Ford,Model B,2013,1.1,41073,Diesel,Manual,24714.039084666932
BMW,Model C,2018,3.8,6161,Diesel,Manual,35047.41467691004
Audi,Model C,2005,1.8,97465,Diesel,Automatic,19306.330519104184
Honda,Model C,2012,2.6,38229,Diesel,Manual,28559.056666389155
Toyota,Model A,2017,3.9,1628,Diesel,Manual,35744.045752043836
Honda,Model B,2014,1.8,73516,Petrol,Automatic,25436.627365132375
BMW,Model E,2006,2.1,102542,Diesel,Manual,19388.045264168828
BMW,Model B,2018,2.5,162446,Petrol,Automatic,27379.735771187752
Honda,Model B,2016,2.0,46892,Electric,Automatic,29251.42316367635
BMW,Model B,2008,2.6,77411,Electric,Manual,25762.433204406414
Ford,Model A,2010,1.0,22980,Electric,Manual,23366.882740920806
Ford,Model A,2004,1.7,165835,Electric,Automatic,15928.597263400296
BMW,Model A,2001,3.9,141373,Electric,Manual,18705.255897750463
BMW,Model B,2014,2.4,197203,Diesel,Manual,23768.576279075984
Ford,Model A,2011,3.2,50451,Diesel,Manual,26212.30113218469
BMW,Model C,2009,1.8,126630,Electric,Manual,18752.20266799738
BMW,Model A,2009,3.3,21798,Diesel,Manual,29145.960866852027
Honda,Model D,2019,4.5,189568,Petrol,Automatic,25687.43573777774
Toyota,Model A,2010,3.1,192875,Petrol,Automatic,23381.156033812957
Ford,Model A,2009,3.2,101320,Diesel,Automatic,22014.275044445294
Honda,Model A,2006,1.4,9589,Electric,Automatic,23845.197632312647
Toyota,Model A,2013,2.4,111251,Electric,Automatic,23903.16397020473
BMW,Model D,2012,4.0,80633,Petrol,Automatic,29569.78332160486
BMW,Model E,2004,3.9,107656,Diesel,Manual,21812.67318603262
Honda,Model A,2018,2.8,48222,Petrol,Manual,31704.024699773232
BMW,Model C,2009,4.2,6381,Diesel,Automatic,29859.00333244764
Audi,Model D,2007,1.5,90907,Electric,Automatic,18935.95993157258
Honda,Model E,2017,3.3,56615,Petrol,Manual,30817.19587176476
Toyota,Model A,2000,1.9,161660,Diesel,Manual,14508.005043606443
Honda,Model E,2004,3.3,68453,Electric,Manual,23615.96684471233
Ford,Model C,2010,1.3,27115,Diesel,Automatic,24468.9053166762
Honda,Model D,2019,4.3,4353,Electric,Automatic,39611.384097345166
BMW,Model D,2010,3.8,76162,Diesel,Manual,28395.330303492447
BMW,Model E,2015,1.7,69901,Petrol,Automatic,26893.328493037054
Audi,Model A,2009,3.2,26576,Diesel,Automatic,30719.099309008285
Audi,Model B,2014,3.7,113506,Petrol,Manual,25004.324749209245
Audi,Model D,2006,1.7,85038,Petrol,Manual,25305.576460031487
Toyota,Model B,2014,1.3,154205,Petrol,Manual,17531.527748211298
Audi,Model D,2015,2.2,43701,Electric,Automatic,31177.782578886625
Toyota,Model A,2005,1.5,91837,Petrol,Manual,16548.699472747376
Audi,Model A,2010,3.0,124390,Petrol,Automatic,23651.51957805806
Toyota,Model D,2016,2.5,173618,Petrol,Manual,22082.69511782883
Honda,Model E,2014,2.6,83661,Electric,Manual,30071.531727152484
Honda,Model A,2015,2.9,180015,Diesel,Manual,24841.307111684248
BMW,Model A,2001,4.4,199066,Electric,Manual,17772.20131456635
Toyota,Model C,2003,3.8,27468,Electric,Automatic,27789.88605290529
Ford,Model A,2018,3.2,124854,Diesel,Manual,28720.95523573246
BMW,Model C,2005,2.3,194684,Diesel,Manual,17769.264296266134
Honda,Model A,2017,1.1,39123,Petrol,Manual,27350.46325907207
Toyota,Model A,2020,1.4,72599,Petrol,Automatic,26781.627028948307
Audi,Model E,2010,3.6,137075,Diesel,Manual,20003.73022733386
Ford,Model E,2008,2.3,142096,Diesel,Automatic,19806.200774415986
Honda,Model A,2002,2.2,17173,Electric,Manual,23810.166635566406
BMW,Model D,2001,4.1,137530,Electric,Automatic,18822.091048307266
Toyota,Model D,2017,2.7,61194,Electric,Automatic,29689.107981964793
Ford,Model A,2014,4.1,121110,Diesel,Automatic,30372.654731701572
Toyota,Model D,2021,4.1,53621,Petrol,Automatic,35197.3521408763
Audi,Model A,2017,1.3,64213,Electric,Automatic,25412.212526960473
BMW,Model E,2018,4.3,105959,Electric,Automatic,33148.43137372481
Toyota,Model B,2014,1.3,133181,Diesel,Manual,22379.400434160667
Honda,Model C,2016,4.4,121710,Electric,Automatic,30095.412063232303
BMW,Model D,2017,2.6,144437,Diesel,Automatic,24620.608604806213
Honda,Model D,2017,3.7,182609,Petrol,Manual,23249.301135709593
Toyota,Model E,2010,3.5,29145,Electric,Automatic,30029.43992090406
BMW,Model D,2017,2.8,77935,Electric,Automatic,29938.499457658218
Honda,Model A,2002,3.2,70621,Electric,Manual,21434.976880731378
Audi,Model A,2012,4.3,154892,Diesel,Manual,26167.230610641967
Audi,Model B,2013,4.2,80195,Diesel,Manual,31759.80218523029
Toyota,Model B,2003,3.3,164458,Petrol,Manual,16844.597750502184
BMW,Model B,2017,3.3,21274,Diesel,Automatic,33880.79844331953
Ford,Model A,2004,1.9,140146,Electric,Automatic,17592.608528777866
BMW,Model B,2013,3.9,198311,Electric,Automatic,25304.20227722918
Audi,Model B,2011,3.2,106057,Diesel,Manual,27751.582059908113
Honda,Model A,2006,3.9,10987,Petrol,Manual,29373.947119182652
Ford,Model E,2011,3.3,128603,Diesel,Manual,24664.726924373303
Toyota,Model D,2007,2.0,160852,Diesel,Manual,18009.967091193434
Ford,Model C,2020,1.7,182643,Electric,Automatic,21151.130501873275
Toyota,Model A,2020,1.3,62538,Electric,Manual,29260.705886725013
Ford,Model A,2002,3.1,127571,Electric,Manual,19943.71729755146
Toyota,Model C,2021,2.0,110324,Diesel,Automatic,26472.878362933017
Toyota,Model C,2000,3.2,88291,Diesel,Manual,17052.50148898027
Ford,Model B,2002,1.2,64082,Petrol,Manual,20297.10702930838
Ford,Model C,2010,2.3,141299,Electric,Automatic,20822.87209541207
Toyota,Model D,2017,1.9,169998,Petrol,Manual,24168.604657984826
Audi,Model D,2006,2.3,7148,Electric,Manual,23515.470676479876
Ford,Model D,2008,1.2,166700,Petrol,Automatic,17208.452971455783
BMW,Model D,2003,3.5,30900,Electric,Manual,25891.512496065923
Honda,Model D,2009,1.4,11771,Diesel,Manual,25291.897322675602
Toyota,Model B,2017,1.1,198993,Electric,Automatic,22911.254485408488
Toyota,Model A,2015,4.3,66461,Petrol,Automatic,32098.777414866854
Honda,Model C,2011,1.7,38989,Petrol,Manual,22488.803602771834
Audi,Model A,2018,3.9,32996,Electric,Automatic,33348.735692500435
Honda,Model C,2021,4.4,181992,Diesel,Automatic,25973.528718294263
Ford,Model B,2002,2.9,26997,Electric,Manual,27280.857403598864
Honda,Model B,2007,2.8,29488,Diesel,Manual,27118.1584687774
Toyota,Model E,2018,2.3,109752,Electric,Manual,26792.41814502135
Honda,Model E,2008,2.5,22975,Diesel,Manual,24029.88771935462
BMW,Model B,2018,2.7,37310,Electric,Automatic,31880.109898031806
Ford,Model B,2016,1.5,64254,Electric,Automatic,28885.230635037417
Honda,Model C,2012,2.3,93264,Diesel,Manual,26119.863702382052
Toyota,Model B,2001,3.9,103197,Diesel,Automatic,23244.517657332875
Ford,Model A,2003,1.6,25809,Electric,Manual,25277.982229591333
Toyota,Model C,2010,3.6,105730,Petrol,Manual,28970.301994145968
Audi,Model B,2001,3.3,43995,Diesel,Automatic,24116.529584520056
BMW,Model C,2003,1.2,199204,Petrol,Manual,14116.860493540906
Audi,Model C,2003,1.1,124189,Petrol,Manual,19917.834567759575
BMW,Model D,2019,2.2,57812,Petrol,Automatic,28000.846917795967
Honda,Model E,2000,3.4,59760,Petrol,Manual,23767.989238092116
Ford,Model C,2010,2.2,126675,Electric,Manual,20022.054738130275
Honda,Model C,2001,3.3,104419,Diesel,Automatic,20131.632205796217
BMW,Model D,2018,3.3,17507,Electric,Manual,36400.82756644876
BMW,Model B,2007,3.8,34388,Electric,Manual,26692.94263191645
BMW,Model C,2019,1.3,191447,Electric,Manual,23708.539018051804
Toyota,Model D,2003,3.0,62164,Electric,Manual,22177.217824575804
Ford,Model A,2015,1.2,85894,Electric,Manual,26804.020073283336
Honda,Model D,2014,1.6,57095,Diesel,Manual,29271.923043959807
Honda,Model E,2004,2.1,183253,Electric,Automatic,14224.464697063337
Audi,Model E,2004,3.5,80469,Electric,Manual,25252.433846573243
BMW,Model B,2014,4.4,177726,Electric,Manual,28132.754545382566
BMW,Model B,2016,2.2,99774,Petrol,Manual,25546.057600285127
BMW,Model E,2002,2.8,113855,Electric,Automatic,21044.641197573386
Honda,Model E,2017,1.9,76189,Diesel,Automatic,25099.762881254188
Audi,Model C,2010,3.4,115964,Diesel,Manual,29384.744562718068
Toyota,Model E,2005,2.3,146372,Diesel,Manual,17291.47113201344
Ford,Model B,2011,2.7,160304,Petrol,Manual,21307.757839928207
Toyota,Model E,2021,3.0,140920,Diesel,Automatic,28187.878249483114
Honda,Model B,2016,3.4,199718,Petrol,Automatic,23977.4693312986
BMW,Model A,2013,1.2,102945,Diesel,Automatic,23648.58828377038
Ford,Model E,2005,2.9,193289,Petrol,Automatic,18498.734597829705
Honda,Model B,2009,2.5,7176,Diesel,Manual,25921.28378403667
Honda,Model D,2015,1.5,73915,Electric,Manual,23306.70422607646
Honda,Model C,2017,1.7,45663,Diesel,Manual,32013.501142804565
Ford,Model B,2019,4.1,6788,Diesel,Automatic,38676.18480724829
Ford,Model E,2005,4.1,193186,Diesel,Automatic,17436.01270393345
Audi,Model E,2018,1.1,6282,Electric,Automatic,30678.044512828903
Audi,Model A,2002,3.4,112218,Petrol,Manual,22814.29037334821
Toyota,Model D,2011,2.9,5375,Petrol,Automatic,34158.01603223946
Ford,Model B,2015,4.3,163475,Electric,Manual,25976.551463629305
Ford,Model D,2002,4.2,18610,Electric,Automatic,29512.669386847843
Ford,Model A,2015,3.0,118781,Petrol,Automatic,28014.321082509574
Audi,Model C,2003,1.5,125194,Petrol,Manual,15863.479077817718
Honda,Model D,2019,2.6,132412,Petrol,Automatic,26390.387962897505
BMW,Model A,2012,3.5,172710,Petrol,Manual,21861.90192129503
Audi,Model B,2003,4.3,73519,Petrol,Automatic,26145.30006069509
Ford,Model C,2003,2.3,107345,Electric,Automatic,16641.96688560008
Audi,Model E,2006,3.7,179483,Petrol,Manual,19989.885363837562
Toyota,Model A,2020,3.4,32088,Petrol,Automatic,33480.64525429206
Ford,Model E,2011,1.3,111318,Diesel,Automatic,17446.95103243001
Toyota,Model C,2001,3.0,158432,Electric,Manual,18195.39918930907
Ford,Model A,2015,1.6,74063,Electric,Automatic,27351.664601844946
Audi,Model A,2006,3.4,90915,Petrol,Manual,21355.688653719444
Honda,Model C,2018,3.1,62294,Diesel,Manual,31090.6219070861
BMW,Model B,2010,4.4,46661,Diesel,Manual,27714.872767261277
Toyota,Model A,2000,4.3,74090,Petrol,Automatic,24139.81651663303
Audi,Model C,2008,1.0,149477,Diesel,Manual,19864.543162965372
Honda,Model D,2004,1.3,46185,Petrol,Automatic,20275.29385632957
Audi,Model E,2016,3.7,68105,Electric,Manual,30406.85794300855
Toyota,Model A,2000,3.4,89301,Diesel,Manual,25562.37728925232
BMW,Model D,2016,3.8,93142,Petrol,Automatic,28452.98983019162
Audi,Model A,2011,1.9,178692,Petrol,Manual,17494.309211384567
Ford,Model B,2012,4.0,11578,Petrol,Manual,32410.61991450624
Honda,Model C,2010,2.5,189320,Electric,Manual,24367.068956746785
Audi,Model A,2012,1.9,104358,Diesel,Automatic,24088.86745638399
Honda,Model C,2012,1.0,179952,Electric,Manual,16686.622745436584
Ford,Model A,2005,4.0,30202,Electric,Automatic,29181.552151531927
BMW,Model B,2021,2.9,79963,Diesel,Automatic,32791.92249321153
BMW,Model B,2005,4.4,24381,Electric,Automatic,30294.387024834286
Ford,Model D,2019,3.5,194392,Petrol,Automatic,27345.791928808947
Honda,Model B,2020,1.3,168298,Diesel,Automatic,25057.10174238515
Audi,Model C,2009,3.1,84005,Electric,Manual,25242.63283847346
Ford,Model B,2018,1.1,128730,Diesel,Manual,23506.38173523118
Toyota,Model A,2002,3.0,150167,Electric,Manual,20173.71727987517
Honda,Model B,2006,2.2,39615,Petrol,Automatic,19530.74367415915
BMW,Model C,2004,3.3,183928,Electric,Manual,13218.7756186168
Ford,Model A,2007,2.9,162282,Diesel,Manual,18990.63984178689
BMW,Model D,2004,1.9,5802,Electric,Manual,23823.600892202074
Honda,Model D,2011,1.6,103533,Petrol,Automatic,23911.90455621768
BMW,Model D,2003,2.4,114831,Petrol,Manual,18597.971185715563
Ford,Model A,2018,4.5,11841,Petrol,Manual,38752.019025022695
Honda,Model D,2017,2.5,101572,Electric,Automatic,27709.599039467852
Toyota,Model B,2002,3.6,64660,Diesel,Manual,22406.75167438105
Ford,Model A,2006,1.2,112187,Electric,Manual,21317.401501032386
Audi,Model A,2007,2.3,100489,Electric,Automatic,22630.26508618612
Ford,Model A,2014,3.0,18921,Electric,Automatic,28457.068255842958
Honda,Model E,2020,3.6,178577,Diesel,Automatic,28800.703256301633
